bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Productivity","/explore/productivity","/projects/room8-the-wi-fi-call-button","2017-06-07T23:59:59-07:00","USD","11990","0.337746478873","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/g9a6emmttxlvumjh28f4.jpg","false","false","null","2017-05-08T06:55:00-07:00","null","null","null","null","prototype","2102634","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A wireless call button for caregivers designed with the comfort and safety of patients in mind.","[""wireless""]","Room8 - The Wi-Fi Call Button"
"null","Productivity","/explore/productivity","/projects/golibero-the-first-online-marketplace-for-everyone--2","2020-04-04T23:59:59-07:00","GBP","3004","0.025033333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/aoc0ikesxyz2unkk1jsa.jpg","false","false","null","2020-02-04T00:00:00-08:00","null","null","null","null","null","2578818","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A unique new way to BOOK, BUY, SELL & TRADE almost any product or service on one platform.","[""software"",""websites"",""apps"",""iot"",""iphone""]","goLibero-The First Online Marketplace For Everyone"
"null","Photography","/explore/photography","/projects/pictures-from-an-organic-chemistry-laboratory-new-camera-project","2013-03-27T23:59:59-07:00","USD","108","0.072","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oc6fj6cjbwitb9ibhpr2.jpg","false","false","null","2013-01-26T04:40:21-08:00","null","null","null","null","null","323270","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","This photographic project would help to combine chemistry, photography and start a chemistry related photography website and to acquire a new camera.","[""other""]","Pictures from an organic chemistry laboratory new camera project"
"null","Home","/explore/home","/projects/veggiemat-make-eating-veggies-fun-for-kids","2018-11-27T23:59:59-08:00","USD","380","0.19","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zgk64g2e9e15lrme9zyk.jpg","false","false","null","2018-10-28T00:00:00-07:00","null","null","null","null","null","2408043","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Interactive, reusable, food-grade silicone placemat for healthy eating.","[""kids"",""kitchen"",""vegan""]","VeggieMat - Make Eating Veggies Fun for Kids"
"null","Video Games","/explore/video-games","/projects/recrelux","2015-04-30T23:59:59-07:00","USD","605","0.000242","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zekdu1mzczvj5dquxb63.jpg","false","false","null","2015-03-21T15:21:36-07:00","null","null","null","null","null","1189776","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","World´s gorgeous arcade cabinet, for playing every MAME game with style at home.","[""other""]","Recrelux"
"null","Dance & Theater","/explore/dance-theater","/projects/the-founding-of-the-norm-foster-theatre-festival","2015-07-24T23:59:59-07:00","CAD","11680","0.224615384615","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jtpuw7s9ro7nbjzkdkms.jpg","false","false","null","2015-06-14T19:09:56-07:00","null","null","null","null","null","1263795","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Humour with Heart.","[""other""]","The Founding of The Norm Foster Theatre Festival!"
"null","Photography","/explore/photography","/projects/nick-sandin-photography","2013-07-06T23:59:59-07:00","USD","55","0.11","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pgk8ftwnvrld9nltvut7.jpg","false","false","null","2013-05-22T08:54:48-07:00","null","null","null","null","null","416854","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help accelerate my photography passion!","[""other""]","Nick Sandin Photography"
"null","Health & Fitness","/explore/health-fitness","/projects/is-your-uvc-light-effective-geiger-uvc-knows","2020-11-20T23:59:59-08:00","USD","318","0.1272","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gjbw8bkmuxnl62wmtm7w.jpg","false","false","null","2020-09-21T00:00:00-07:00","null","null","null","null","null","2608815","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Indicates UVc Field Strength | Indicates UVc Dose | Detects UVc light | Detects False Devices","[""safety"",""air purifiers"",""sensor""]","Is your UVc Light Effective? Geiger UVc Knows!"
"null","Environment","/explore/environment","/projects/the-world-s-first-crowdfunded-nation","2015-06-25T23:59:59-07:00","USD","10638","0.042552","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ummnrqnxv8vskiasfudz.jpg","false","false","null","2015-05-11T16:22:33-07:00","null","null","null","null","null","1105705","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","One little girl's dream to be a princess has become a global initiative for saving our planet.","[""other""]","The World's First CrowdFunded Nation"
"null","Culture","/explore/culture","/projects/save-winning-coffee","2017-04-06T23:59:59-07:00","USD","12220","0.407333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xmmipyhpwk6ngir2oox2.jpg","false","false","null","2017-03-07T15:39:22-08:00","null","null","null","null","null","2050628","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help Winning survive the Albuquerque Rapid Transit construction project on Central Avenue","[""community"",""coffee""]","Save Winning Coffee"
"null","Education","/explore/education","/projects/send-russia-to-the-european-lacrosse-championships","2015-09-29T23:59:59-07:00","USD","1012","0.1012","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hs3ttvxp6mfruw2mptyk.jpg","false","false","null","2015-09-07T06:24:49-07:00","null","null","null","null","null","1425750","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Give Us A Chance To Compete","[""other""]","Send Russia to the European Lacrosse Championships"
"null","Film","/explore/film","/projects/fire-escape-film","2020-10-27T23:59:59-07:00","CAD","375","0.0375","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cv3oh0cezmyiyrmyhvmd.jpg","false","false","null","2020-08-28T00:00:00-07:00","null","null","null","null","null","2625895","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An aspiring young jazz musician falls for a woman fleeing from abuse.","[""jazz"",""love"",""romance""]","Fire Escape Film"
"null","Dance & Theater","/explore/dance-theater","/projects/crack-cocaine-verbatim-play-development","2017-04-28T23:59:59-07:00","GBP","2880","0.686531585221","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cysbepgbogrbcm6en2ht.jpg","false","false","null","2017-04-08T08:29:31-07:00","null","null","null","null","null","2085177","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Development for an important new verbatim theatre piece about betting shops and gambling addiction.","[""other""]","Crack Cocaine - Verbatim Play Development"
"null","Human Rights","/explore/human-rights","/projects/worldpride-human-rights-conference","2014-02-08T23:59:59-08:00","CAD","2990","0.199333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/b2tmqbagy3ctkeciiep0.jpg","false","false","null","2013-12-10T10:58:51-08:00","null","null","null","null","null","601900","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Activists, artists, educators, journalists, policymakers, students, and academics engaged in LGBTI human rights around the world.","[""other""]","WorldPride Human Rights Conference"
"null","Writing & Publishing","/explore/writing-publishing","/projects/british-tv-field-guide-checklist","2018-09-25T23:59:59-07:00","USD","2145","0.429","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nlixwnxswxcsi3j9btbb.jpg","false","false","null","2018-08-11T18:09:52-07:00","null","null","null","null","null","2394529","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Discover unfamiliar British television shows and  track what you've already watched","[""books"",""comedy"",""documentary"",""magazines""]","British TV Field Guide & Checklist"
"null","Comics","/explore/comics","/projects/cloverdale","2015-08-16T23:59:59-07:00","USD","100","0.16","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cdk18xdvxx070i99cdyh.jpg","false","false","null","2015-06-17T17:35:57-07:00","null","null","null","null","null","1300965","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Cloverdale is a graphic novel with a new twist on demon hunting. Starring Mallory Thorn.","[""other""]","Cloverdale"
"null","Art","/explore/art","/projects/geodesic-temple-crypto","2017-02-16T23:59:59-08:00","USD","550","0.22","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dhlycptvlsehwss2hnba.jpg","false","false","null","2017-01-29T12:17:20-08:00","null","null","null","null","null","2023470","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A non profit art project brought to you by the Disorient Bedouin Tech community to the UAE desert.","[""burning man""]","Geodesic Temple -CRYPTO- "
"null","Local Businesses","/explore/local-businesses","/projects/rowan-homespun-market-start-up-city-co-op","2015-03-08T23:59:59-07:00","CAD","1740","0.145","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jokbtq8hx0rsbfdy9fug.jpg","false","false","null","2015-01-07T20:32:51-08:00","null","null","null","null","null","939427","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us to support local artisans, natural wellness and sustainable living in our community!","[""other""]","Rowan Homespun Market - Start up city Co-Op!"
"null","Wellness","/explore/wellness","/projects/mold-research-continues","2017-05-19T23:59:59-07:00","USD","10437","2.104242424242","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hk18u3a0fxfphxkulgmh.jpg","true","false","null","2017-03-20T07:30:17-07:00","null","null","null","null","null","1932299","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Scroll Down - Contribute to Research! Mold in Mattress? Outdoor Stachybotrys? DNA (ERMI) Inhibition?","[""books""]","Mold Research Continues"
"null","Environment","/explore/environment","/projects/exxpedition-story","2015-10-15T23:59:59-07:00","GBP","4605","0.797402597403","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wqcf7b2dh3dopuo2vkjo.jpg","false","false","null","2015-08-21T10:58:52-07:00","null","null","null","null","null","1355765","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A storyteller sailing the Atlantic with 13 women. Highlighting pollution with hope and change.","[""other""]","Exxpedition Story"
"null","Music","/explore/music","/projects/songs-from-home-for-recorder-and-harp-guitar","2019-04-23T23:59:59-07:00","USD","2080","0.52","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oqkrc2bq3rfpxd1dhjv8.jpg","false","false","null","2019-02-22T00:00:00-08:00","null","null","null","null","null","2469551","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Father/Daughter duo Michael and Emily O'Brien play music for recorder and guitar.","[""guitars"",""recording""]","Songs from Home for Recorder and Harp Guitar"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/coastal-protection-and-hydro-energy-system","2018-02-28T23:59:59-08:00","GBP","436","0.001744","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mwcras0q3x8xqbpj3pcj.jpg","false","false","null","2017-12-30T16:17:23-08:00","null","null","null","null","null","2297489","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An Exciting Renewable Ocean Energy Breakthrough that will combat the effects of Climate Change","[""other""]","Coastal Protection and Hydro Energy System"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/the-x-files-preservation-collection","2020-03-02T23:59:59-08:00","USD","7961","0.995125","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ag5xmwwil5eaqjnwq4zw.jpg","false","false","null","2020-01-02T00:00:00-08:00","null","null","null","null","null","2570061","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Preserving the history of The X-Files  and sharing it with long time and new fans.","[""suspense"",""community"",""drama"",""horror""]","The X-Files Preservation Collection"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/gp-1945-titanium-bolt-action-plus-pen","2017-10-25T23:59:59-07:00","USD","149869","27.465111111111","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/omoxyilevp2lgsozbyq1.jpg","true","false","null","2017-10-24T23:59:59-07:00","null","null","null","null","null","2248499","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","World's First Bolt Action Pen with PRO Whistle, Survival Breaker, and Quick Measurement as your EDC","[""other"",""pens"",""camping"",""design"",""adventure""]","GP 1945 Titanium* Bolt Action Plus Pen"
"null","Photography","/explore/photography","/projects/male-felix-cosplay","2018-01-19T23:59:59-08:00","USD","1200","1","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wxfkwheuhejs3byzkkrb.jpg","false","false","null","2017-12-05T09:08:12-08:00","null","null","null","null","null","2287189","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","i whant to cosplay cute boys from my favorite series because no male cosplayers will ever do them","[""other""]","Male Felix Cosplay"
"null","Art","/explore/art","/projects/trump-insults-playing-cards-2-decks-caricatures","2016-06-18T23:59:59-07:00","USD","140","0.28","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/smvhv3d3xt3h28odyvhp.jpg","false","false","null","2016-05-19T11:34:56-07:00","null","null","null","null","null","1744962","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Trump Insult Playing Cards: 2 decks, 2015 & 16.  Caricatures of all the people Trump has insulted.","[""other""]","TRUMP INSULTS PLAYING CARDS:  2 decks  caricatures"
"null","Film","/explore/film","/projects/victim-no-more--2","2020-03-10T23:59:59-07:00","USD","11610","0.893076923077","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xymqcryphlmhb7kqtcxm.jpg","false","false","null","2020-01-10T00:00:00-08:00","null","null","null","null","null","2572560","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A 40th Anniversary Friday the 13th Fan Film","[""horror"",""short film"",""drama"",""suspense"",""indie""]","VICTIM NO MORE"
"null","Music","/explore/music","/projects/the-shadow-of-the-marigold-whitewolfsonicprincess","2016-01-03T23:59:59-08:00","USD","3400","0.629047178538","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cfceqdmpcyxki4u2aetj.jpg","false","false","null","2015-12-04T04:09:36-08:00","null","null","null","null","null","1184356","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","""The Shadow of the Marigold""  is nearly complete. Your donation will help bring it into the light!","[""other""]","The Shadow of the Marigold  whitewolfsonicprincess"
"null","Dance & Theater","/explore/dance-theater","/projects/mark-dendy-projects-whistleblower","2015-09-18T23:59:59-07:00","USD","7001","0.500071428571","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ltopeupu3zuucc3zdkuc.jpg","false","false","null","2015-08-14T08:01:58-07:00","null","null","null","null","null","1321447","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","WHEN THE WORLD SUCKS JUST BLOW! Chelsea Manning WHISTLEBLOWER","[""other""]","Mark Dendy Projects: WHISTLEBLOWER"
"null","Local Businesses","/explore/local-businesses","/projects/oso-coffee-shop","2020-12-06T23:59:59-08:00","USD","1968","0.0328","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/h9pxtenxqvujc72fiw5h.jpg","false","false","null","2020-10-07T00:00:00-07:00","null","null","null","null","null","2631084","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A new coffee spot is coming to Houston's East End.","[""coffee"",""food"",""restaurant""]","OSO Coffee Shop"
"null","Film","/explore/film","/projects/our-war-on-bugs-documentary","2020-02-02T23:59:59-08:00","USD","3375","0.5625","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cxvddj4xh7rrplbjryth.jpg","false","false","null","2019-12-29T00:00:00-08:00","null","null","null","null","null","2569140","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A film examining the rhetoric of pesticide companies and the public acceptance of toxic chemicals.","[""documentary"",""female founders"",""indie"",""short film"",""safety""]","Our War on Bugs Documentary"
"null","Culture","/explore/culture","/projects/allpa-sonqo-travel-launch","2020-06-29T23:59:59-07:00","EUR","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xblkqtzawn2ykxi5vhsn.jpg","false","false","null","2020-04-30T00:00:00-07:00","null","null","null","null","null","2600218","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Support the launch of the travel agency ALLPA SONQO , ""a heart for the earth"" !","[""adventure"",""love""]","ALLPA SONQO TRAVEL - LAUNCH"
"null","Phones & Accessories","/explore/phones-accessories","/projects/tether-never-lose-your-phone-again","2016-10-01T23:59:59-07:00","USD","275","0.055","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/h8ta2o7zldmulpgribrq.jpg","false","false","null","2016-08-02T05:31:24-07:00","null","null","null","null","null","1848073","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Tether prevents you from losing your phone by immediately alerting you when you leave it behind.","[""other""]","Tether: Never Lose Your Phone Again"
"null","Transportation","/explore/transportation","/projects/phaewo-hoverboard-high-quality-great-design","2018-07-22T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lp4xjmwpueambytcl5bz.jpg","false","false","null","2018-05-23T23:04:22-07:00","null","null","null","null","null","2380172","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Dual 350W Motors | 6.5"" Wheels | UL2272 Certified| 15 km/h | Unbeatable Price | 20 km Of Range","[""scooters""]","Phaewo Hoverboard: High-Quality & Great Design"
"null","Food & Beverages","/explore/food-beverages","/projects/grow-an-organic-family-farm-in-an-emerging-market","2020-10-17T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/f1iowe5hdnhjxmvtnxcm.jpg","false","false","null","2020-09-17T00:00:00-07:00","null","null","null","null","concept","2630531","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us invest in agriculture in Croatia by taking land that is out of use and turning it into food!","[""food"",""garden"",""vegan"",""first-time founders"",""wine""]","Grow an Organic Family Farm in an Emerging Market"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/f-the-spinner-this-is-the-rotto","2018-06-21T23:59:59-07:00","USD","324","0.0162","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nhqsppczqa2s4zfsnzpa.jpg","false","false","null","2018-05-07T07:16:18-07:00","null","null","null","null","null","2370084","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","When you connect ADHD with fashion ,motor skills and madness - you have nowhere to go wrong.","[""sports"",""students"",""social innovations"",""toys"",""festival""]","F*** the spinner, this is the Rotto "
"null","Music","/explore/music","/projects/opera-la-ruta-de-su-evasion--2","2016-07-19T23:59:59-07:00","USD","2840","0.0568","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nod34j2x4rtytc95hsr2.jpg","false","false","null","2016-05-20T18:36:16-07:00","null","null","null","null","null","1764657","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Opera en tu idioma, con tus ritmos, músicas e instrumentos en homenaje a Yolanda Oreamuno","[""other""]","Opera: La Ruta de su Evasión"
"null","Photography","/explore/photography","/projects/confrontation-photography-exhibition","2017-06-05T23:59:59-07:00","USD","640","0.32","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dqphmgmpmakhqlvrxjvk.jpg","false","false","null","2017-04-06T05:48:08-07:00","null","null","null","null","null","2083372","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","10 people｜Confined to 4-5 inch screens and our lack of social communication｜A Confrontation","[""other""]","Confrontation : Photography Exhibition"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/thermopower-inventor-s-kit","2017-11-30T23:59:59-08:00","USD","458","0.076333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cj9nr2vuph0vuzqnrf7m.jpg","false","false","null","2017-10-21T18:51:07-07:00","null","null","null","null","null","2218666","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Make power personal.","[""other""]","Thermopower Inventor's Kit"
