bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/biliki-travel-friend-in-your-phone","2019-01-11T23:59:59-08:00","USD","3315","0.16575","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vhqswgdg4pmfkworhwp9.jpg","false","false","null","2018-11-12T00:00:00-08:00","null","null","null","null","null","2432309","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Touristic Routes, Travel Monitoring System, Hints and Tips in Your Mobile Phone","[""mobile apps"",""apps"",""hiking""]","Biliki - Travel Friend in Your Phone"
"null","Education","/explore/education","/projects/2016-mago-work-projects-three-books","2016-04-16T23:59:59-07:00","USD","505","0.042083333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hwl73ixat1iflwx6ixw1.jpg","false","false","null","2016-02-16T16:26:26-08:00","null","null","null","null","null","1563730","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Produce & distribute worldwide 3 books: She Rises V2, Seasons of the Goddess, and Mago Pilgrimage V1","[""female founders""]","2016 Mago Work Projects, Three Books"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/risen8theseries--4","2020-08-20T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/p2rokcha2el2mvxxlm6i.jpg","false","false","null","2020-07-21T00:00:00-07:00","null","null","null","null","null","2618136","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A web series based that is based on the life of college students and their faith.","[""drama"",""family"",""indie"",""students"",""comedy""]","Risen8theSeries"
"null","Dance & Theater","/explore/dance-theater","/projects/in-this-place--2","2020-07-04T23:59:59-07:00","USD","2475","0.2475","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lxgwxprvwl5x6t6i6hgv.jpg","false","false","null","2020-05-05T00:00:00-07:00","null","null","null","null","null","2598828","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A new play by Molly McCormick Nevins premiering at the Broadway Bound Theatre Festival","[""drama"",""festival""]","In This Place"
"null","Film","/explore/film","/projects/jason-rising-a-friday-the-13th-fan-film--4","2019-12-03T23:59:59-08:00","USD","16965","1.0416","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/numqf6idmgtinjjfnb5c.jpg","false","false","null","2019-10-31T00:00:00-07:00","null","null","null","null","null","2553384","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Post Production Campaign","[""indie"",""horror"",""short film""]","Jason Rising -A Friday the 13th fan-film"
"null","Dance & Theater","/explore/dance-theater","/projects/new-industry-dance-season-2019-2020","2019-10-29T23:59:59-07:00","USD","4360","0.436","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nbqgqm3yx8vzqgue9fo8.jpg","false","false","null","2019-09-29T00:00:00-07:00","null","null","null","null","null","2547995","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","New Industry Dance raises money for our upcoming season of dance in South Bend.","[""community""]","New Industry Dance Season 2019-2020"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/veloce-the-world-s-fastest-wallet","2019-09-06T23:59:59-07:00","GBP","21153","18.41","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bmt3qmbukmeo4bhbsqdj.jpg","true","false","null","2019-07-08T00:00:00-07:00","null","null","null","null","null","2474864","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","No metal. No plastic. No noise. Just a perfectly crafted luxury wallet, engineered for speed.","[""wallets""]","Veloce: The World's Fastest Wallet"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/qayl-world-s-most-advanced-sneakers","2020-08-06T23:59:59-07:00","USD","7369","14.738","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/valsa12ycyzkat5gxxft.jpg","true","false","null","2020-07-22T00:00:00-07:00","null","null","null","null","null","2618018","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Qayl: Shoe made for Camping, Working and Just to Stay in Style. All around Sneakers for You!","[""shoes"",""sports"",""design"",""camping"",""hiking""]","Qayl: World's most advanced Sneakers"
"null","Wellness","/explore/wellness","/projects/project-reach--3","2018-04-29T23:59:59-07:00","USD","955","0.191","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oeezqiznscarm0srjzyx.jpg","false","false","null","2018-02-28T16:20:21-08:00","null","null","null","null","null","2336269","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Reaching out. Reaching forward.","[""mobile apps""]","Project Reach"
"null","Culture","/explore/culture","/projects/celebrating-the-asian-american-lgbtq-experience","2018-10-27T23:59:59-07:00","USD","1364","0.524615384615","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ymif886op3pucjui6nnc.jpg","false","false","null","2018-09-27T00:00:00-07:00","null","null","null","null","null","2413639","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An evening of community, culture and connection celebrating the Asian American LGBTQ+ experience.","[""community"",""founders of color"",""indie""]","Celebrating the Asian American LGBTQ Experience"
"null","Audio","/explore/audio","/projects/galerdo-headset-free-ai-audio-tracker-for-swimmers","2020-01-04T23:59:59-08:00","USD","35923","3.3183","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cd0trj6lpjugqfpaa013.jpg","true","false","null","2020-01-03T23:59:59-08:00","null","null","null","null","prototype","2569356","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Listen to real-time audio feedback on distance, time and laps as you swim & enjoy underwater music!","[""headphones"",""wireless"",""sports"",""trackers""]","Galerdo:Headset-free AI Audio Tracker for Swimmers"
"null","Audio","/explore/audio","/projects/world-s-1st-solar-powered-bluetooth-earphone--2","2017-08-31T23:59:59-07:00","USD","188","0.00188","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vpkealddconmgbxeewg1.jpg","false","false","null","2017-07-17T21:22:38-07:00","null","null","null","null","concept","2169295","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Magnetic solar charging vehicle-mounted earphone, permanent power supply, safety and rock-solid fit.","[""other""]","World's 1st Solar Powered Bluetooth Earphone"
"null","Human Rights","/explore/human-rights","/projects/help-me-to-rebuild-my-business","2019-07-10T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/addb8iurd986ohref346.jpg","false","false","null","2019-05-11T00:00:00-07:00","null","null","null","null","null","2485330","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","I Need 20K Money to rebuild my business.","[""3d"",""3d printers"",""adventure"",""animation"",""bags""]","Help Me To Rebuild My Business"
"null","Food & Beverages","/explore/food-beverages","/projects/gentleman-farmer-uniquely-hand-crafted-sauces","2020-01-22T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jrsjzlyjgqkchkhl4xgn.jpg","false","false","null","2019-12-13T00:00:00-08:00","null","null","null","null","null","2563345","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Freedom From The Ordinary-Award-Winning-All Natural-Fresh Ingredients-Gluten Free-Vegan","[""food"",""vegan""]","Gentleman Farmer: Uniquely Hand-Crafted Sauces"
"null","Video Games","/explore/video-games","/projects/world-of-airports","2018-08-21T23:59:59-07:00","USD","2095","0.02095","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/athsvhyzo84f2xuell4l.jpg","false","false","null","2018-06-22T03:53:29-07:00","null","null","null","null","null","2381543","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Airport management mobile game.","[""mobile apps"",""3d"",""apps""]","World of Airports"
"null","Phones & Accessories","/explore/phones-accessories","/projects/cardgear-slim","2017-09-07T23:59:59-07:00","USD","20282","2.354470588235","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/is6e7oojtrtuqrygekbh.jpg","true","false","null","2017-09-06T23:59:59-07:00","null","null","null","null","null","2157371","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The thinnest Micro SD cards and SIM cards holder","[""wallets""]","CardGear Slim"
"null","Photography","/explore/photography","/projects/7-nation-summer-project","2015-02-28T23:59:59-08:00","USD","905","0.100555555556","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iyr2mg05xmajspopvyu8.jpg","false","false","null","2015-02-02T14:00:36-08:00","null","null","null","null","null","1074926","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Capturing stories, testimonies and beautiful photography on the mission field across the globe.","[""other""]","7 Nation Summer Project"
"null","Environment","/explore/environment","/projects/tehachapi-heritage-grain-project","2015-11-18T23:59:59-08:00","USD","6725","0.089666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dxtoqpcxky6wwhqtylem.jpg","false","false","null","2015-10-19T23:25:41-07:00","null","null","null","null","null","1498539","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Tehachapi Heritage Grain Project: 
Bringing the Golden Back to Southern California","[""other""]","Tehachapi Heritage Grain Project"
"null","Audio","/explore/audio","/projects/storymore-streaming-stimulating-stories","2018-05-30T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m8d37gbfmmpdoy5qsk6h.jpg","false","false","null","2018-03-31T22:00:30-07:00","null","null","null","null","null","2235349","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","You've got the Headphones. We've got the drama!","[""apps"",""mobile apps"",""headphones"",""earbuds"",""microphones""]","Storymore, Streaming Stimulating Stories!"
"null","Tabletop Games","/explore/tabletop-games","/projects/simulation-theory-board-game","2018-10-01T23:59:59-07:00","USD","17881","1.767421172284","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xqojswvslk4pvp221wag.jpg","false","false","null","2018-09-30T23:59:59-07:00","null","null","null","null","null","2418515","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A board game for 1 to 5 players. 3 realities. 4 modes, one game.","[""other""]","Simulation Theory Board Game"
"null","Music","/explore/music","/projects/leona-x-i-m-alive-video","2020-03-13T23:59:59-07:00","USD","654","0.327","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wj8gufymwlahznxn7azb.jpg","false","false","null","2020-02-12T00:00:00-08:00","null","null","null","null","null","2576515","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Let's make a video to my new song, ""I'm Alive""!","[""music video""]","Leona X - I'm Alive Video"
"null","Music","/explore/music","/projects/lindsey-hunt-creating-images-through-sound","2019-04-14T23:59:59-07:00","USD","7755","0.517","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qqr0ted79gwpcumbn85s.jpg","false","false","null","2019-02-13T00:00:00-08:00","null","null","null","null","null","2466067","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The spirit my songs carry–their magic, their message–need YOUR help to make it into the world!","[""album"",""women"",""love"",""music video""]","Lindsey Hunt - Creating Images through Sound"
"null","Culture","/explore/culture","/projects/kalamata-street-festival--3","2017-07-30T23:59:59-07:00","USD","133","0.044333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/orvmjf0u1hpkzkbyapdl.jpg","false","false","null","2017-06-20T01:17:07-07:00","null","null","null","null","null","2144793","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Kalamata Street Festival is returning for another summer and we need your support!","[""festival"",""community""]","Kalamata Street Festival"
"null","Education","/explore/education","/projects/creation-de-videos-de-yoga-pour-personnes-rondes","2015-08-28T23:59:59-07:00","CAD","520","0.104","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vsdytz7whmuyoxvk2wuk.jpg","false","false","null","2015-07-19T19:07:00-07:00","null","null","null","null","null","1339615","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Aider Mélanie à créer des vidéos de yoga pour les personnes rondes en français!","[""other""]","Création de vidéos de yoga pour personnes rondes"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/ecological-energy-solutions-save-the-old-growth","2019-02-08T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qe7rbqdh4zj4sms9fau0.jpg","false","false","null","2018-12-10T00:00:00-08:00","null","null","null","null","null","2447554","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We strive for an alternative to deforestation for daily fuel/wood/paper consumption.","[""social innovations"",""adventure"",""community"",""design"",""garden""]","Ecological Energy Solutions. Save the old-growth!"
"null","Food & Beverages","/explore/food-beverages","/projects/cureme-box--4","2017-11-09T23:59:59-08:00","GBP","893","0.0893","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hoa7fvx8rqm86ft678io.jpg","false","false","null","2017-10-10T02:17:55-07:00","null","null","null","null","null","2234094","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","If you’re a victim of the dreaded hangover, CureMe is here to change your life...","[""other""]","CureMe Box"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/fifty-shades-of-perfect-melanin","2019-09-09T23:59:59-07:00","USD","330","0.022","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dk3fm31kf1w15mt4rwet.jpg","false","false","null","2019-07-11T00:00:00-07:00","null","null","null","null","null","2524262","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","FSOPM is a web series shedding light on the reality of dating & relationship experiences these days","[""indie"",""drama"",""romance"",""love""]","Fifty Shades of Perfect Melanin"
"null","Home","/explore/home","/projects/zero-waste-mvmt","2020-05-26T23:59:59-07:00","CAD","8155","3.9765","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xq1wqxgz6m2kjekbyxtn.jpg","true","false","null","2020-05-25T23:59:59-07:00","null","null","null","null","null","2605124","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Eco-friendly, plastic free alternatives to everyday items!?","[""beauty"",""design"",""indie""]","Zero Waste MVMT"
"null","Health & Fitness","/explore/health-fitness","/projects/neofect-neomano-regain-hand-grasp-part-2","2020-01-27T23:59:59-08:00","USD","8689","0.8689","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j4ueoh7thkpcwfdcg4zh.jpg","false","false","null","2019-11-28T00:00:00-08:00","null","null","null","null","null","2556439","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","NeoMano is a robotic glove that enables people with hand paralysis to complete daily activities.","[""robots"",""bluetooth""]","Neofect NeoMano: Regain Hand Grasp - Part 2"
"null","Comics","/explore/comics","/projects/les-aventures-de-pygmoi-pygtoi","2017-04-29T23:59:59-07:00","USD","630","0.039375","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ro9b2wmgnio7wgf1zaxo.jpg","false","false","null","2017-02-28T02:14:28-08:00","null","null","null","null","null","1990864","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","''Les nouveaux héros de l'Afrique écologique''
Bande dessinée, édition du Tome 1","[""other""]","Les aventures de Pygmoi & Pygtoi"
"null","Writing & Publishing","/explore/writing-publishing","/projects/underdog-ventures-by-jamie-russo","2020-09-03T23:59:59-07:00","USD","5324","1.0648","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jvwvauurw7kiccwhi7kb.jpg","false","false","null","2020-07-20T00:00:00-07:00","null","null","null","null","null","2616504","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A collection of inspiring stories coming in December 2020","[""books""]","Underdog Ventures by Jamie Russo"
"null","Dance & Theater","/explore/dance-theater","/projects/so-lucky-an-original-play","2019-11-14T23:59:59-08:00","USD","1745","1.0625","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nowcxagjvaeuizd8qnbk.jpg","true","false","null","2019-09-15T00:00:00-07:00","null","null","null","null","null","2539451","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Can Pen Huang reconcile with the past in order to piece together her present?","[""community"",""lgbtq"",""comedy"",""female founders"",""founders of color""]","So Lucky: An Original Play"
"null","Audio","/explore/audio","/projects/harmonicdyne-helios-dynamic-headphone","2020-03-03T23:59:59-08:00","USD","58429","11.0352","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tbkxqyahk1gdlfly7une.jpg","false","false","null","2020-02-12T00:00:00-08:00","null","null","null","null","shipping","2577808","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Customized 50mm German-Engineered Dynamic Driver, High-Definition Audio Performance, Walnut Housing","[""headphones"",""earbuds""]","HarmonicDyne Helios Dynamic Headphone"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/passport-first-fail-safe-global-travel-adapter--2","2017-07-25T23:59:59-07:00","USD","334657","7.2351","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kh3qpk3z4hzaamis0ca5.jpg","true","false","null","2017-07-24T23:59:59-07:00","null","null","null","null","prototype","2173621","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Enjoy Worry-Free Travel with the World's First Universal Adapter with an Auto-Resetting Fuse.","[""other""]","Passport: First Fail-Safe Global Travel Adapter"
"null","Local Businesses","/explore/local-businesses","/projects/montana-overlanding-bozeman-s-camp-car-rental-co","2020-02-10T23:59:59-08:00","USD","3617","1.8085","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/evizb2mkjbdpxjmvh6ig.jpg","true","false","null","2020-01-06T00:00:00-08:00","null","null","null","null","null","2535620","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Creating an authentic, eco and budget friendly transportation/accommodation combo for real travelers","[""adventure"",""camping"",""cars""]","Montana Overlanding: Bozeman's Camp Car Rental Co."
"null","Productivity","/explore/productivity","/projects/lofree-typewriter-inspired-mechanical-keyboard","2017-04-21T23:59:59-07:00","USD","744199","66.0132","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ywuwc77rfualdtuo6v70.jpg","false","false","null","2017-03-07T05:41:55-08:00","null","null","null","null","production","2053675","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A typewriter inspired wireless mechanical keyboard built for everyone.","[""design""]","lofree: typewriter inspired mechanical keyboard"
"null","Photography","/explore/photography","/projects/portraits-for-puerto-rico-a-photobook","2018-01-18T23:59:59-08:00","USD","732","0.122","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nldypjdio3jltbthckt1.jpg","false","false","null","2017-12-19T11:33:30-08:00","null","null","null","null","null","2299622","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Photobook about Puerto Rico after Hurricane Maria; profits go to charity.","[""social innovations"",""documentary""]","Portraits for Puerto Rico - A Photobook"
"null","Video Games","/explore/video-games","/projects/pony-the-world-s-most-powerful-gaming-laptop","2017-05-21T23:59:59-07:00","USD","670","0.0335","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/icw0fu9j7qvldufjfwp9.jpg","false","false","null","2017-04-06T08:50:29-07:00","null","null","null","null","null","2015024","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Power by the next-gen console, immerse yourself in the game anywhere, anytime !","[""laptops""]","PONY: The world's most powerful gaming laptop"
"null","Writing & Publishing","/explore/writing-publishing","/projects/lovher-my-guide-for-men-on-loving-women-better","2015-07-11T23:59:59-07:00","USD","225","0.075","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m91whbgez1fojklunggs.jpg","false","false","null","2015-06-11T12:44:27-07:00","null","null","null","null","null","1304284","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","My take on how us men could better love our women. I need the funding to get to a larger audience.","[""other""]","'LovHer', my guide for men on loving women better"
